simplified,zipf,nid,existing_decks,pinyin
阿富汗,4.35,1708747494959,Archive::Words,A1 fu4 han4
首席,4.35,1707757316619,Archive::Words,shou3 xi2
验证,4.35,1393817669302,Archive::Words,yan4 zheng4
高峰,4.35,1393817669572,Archive::Words,gao1 feng1
不顾,4.34,1393817669231,Archive::Words,bu4 gu4
例外,4.34,1393817668741,Personal|Personal-reverse,li4 wai4
保罗,4.34,1708747509201,Archive::Words,Bao3 luo2
入境,4.34,1537328246588,Archive::Words,ru4 jing4
出色,4.34,1393817666981,Archive::Words,chu1 se4
加盟,4.34,1537328245899,Archive::Words,jia1 meng2
司令,4.34,1393817669385,Archive::Words,si1 ling4
图书,4.34,1537328243789,Archive::Words,tu2 shu1
在意,4.34,1537328240124,Archive::Words,zai4 yi4
声援,4.34,1708747502610,Archive::Words,sheng1 yuan2
处置,4.34,1393817668933,Archive::Words,chu3 zhi4
宗旨,4.34,1393817669898,Archive::Words,zong1 zhi3
宣称,4.34,1707757569814,Archive::Words,xuan1 cheng1
封面,4.34,1707757568931,Archive::Words,feng1 mian4
希特勒,4.34,1717270452265,Archive::Words,Xi1 te4 le4
带走,4.34,1704123394422,Archive::Words,dai4 zou3
平静,4.34,1393817667325,Archive::Words,ping2 jing4
开辟,4.34,1393817670227,Archive::Words,kai1 pi4
形状,4.34,1537328247848,Archive::Words,xing2 zhuang4
影视,4.34,1707757024625,Archive::Words,ying3 shi4
总督,4.34,1708747502707,Archive::Words,zong3 du1
悲伤,4.34,1705355742395,Archive::Words,bei1 shang1
意图,4.34,1393817668879,Archive::Words,yi4 tu2
描绘,4.34,1393817669395,Archive::Words,miao2 hui4
携带,4.34,1393817668735,Archive::Words,xie2 dai4
撰写,4.34,1707757572627,Archive::Words,zhuan4 xie3
收获,4.34,1393817667598,Archive::Words,shou1 huo4
新增,4.34,1708747521853,Archive::Words,xin1 zeng1
新娘,4.34,1393817668357,Archive::Words,xin1 niang2
查询,4.34,1707757236684,Archive::Words,cha2 xun2
模仿,4.34,1393817667340,Archive::Words,mo2 fang3
此刻,4.34,1707757236301,Archive::Words,ci3 ke4
此前,4.34,1707757317175,Archive::Words,ci3 qian2
活力,4.34,1393817668395,Archive::Words,huo2 li4
流域,4.34,1707757573600,Archive::Words,liu2 yu4
流程,4.34,1537328247834,Archive::Words,liu2 cheng2
玫瑰,4.34,1707757569024,Archive::Words,mei2 gui1
用途,4.34,1393817667951,Archive::Words,yong4 tu2
短片,4.34,1537328245689,Archive::Words,duan3 pian4
碰到,4.34,1537328240468,Archive::Words,peng4 dao4
穿过,4.34,1707757568817,Archive::Words,chuan1 guo4
第五,4.34,1708747487430,Archive::Words,di4 wu3
蒋介石,4.34,1708747525230,Archive::Words,Jiang3 Jie4 shi2
见解,4.34,1393817669630,Archive::Words,jian4 jie3
请愿,4.34,1708747503488,Archive::Words,qing3 yuan4
遥远,4.34,1393817668924,Archive::Words,yao2 yuan3
随机,4.34,1707757569647,Archive::Words,sui2 ji1
隔离,4.34,1393817668519,Archive::Words,ge2 li2
额外,4.34,1393817668597,Archive::Words,e2 wai4
三级,4.33,1708747493386,Archive::Words,san1 ji2
不怕,4.33,1708747493539,Archive::Words,bu4 pa4
专制,4.33,1707757572473,Archive::Words,zhuan1 zhi4
严厉,4.33,1393817668911,Archive::Words,yan2 li4
书写,4.33,1707757571819,Archive::Words,shu1 xie3
二级,4.33,1537328241807,Archive::Words,er4 ji2
人格,4.33,1393817668778,Archive::Words,ren2 ge2
伤亡,4.33,1707757316709,Archive::Words,shang1 wang2
伴随,4.33,1393817669095,Archive::Words,ban4 sui2
保安,4.33,1537328243718,Archive::Words,bao3 an1
信念,4.33,1393817668680,Archive::Words,xin4 nian4
停留,4.33,1707757236520,Archive::Words,ting2 liu2
公益,4.33,1707757571871,Archive::Words,gong1 yi4
凤凰,4.33,1656144336519,Archive::Words,Feng4 huang2
发声,4.33,1708747503272,Archive::Words,fa1 sheng1
台风,4.33,1393817669642,Archive::Words,tai2 feng1
大气,4.33,1707757570859,Archive::Words,da4 qi4
失误,4.33,1537328246517,Archive::Words,shi1 wu4
对面,4.33,1393817666689,Archive::Words,dui4 mian4
尺寸,4.33,1537328247650,Archive::Words,chi3 cun5
忍不住,4.33,1393817667613,Archive::Words,ren3 bu5 zhu4
志愿,4.33,1537328246495,Archive::Words,zhi4 yuan4
恶劣,4.33,1393817667804,Archive::Words,e4 lie4
情人,4.33,1707757568894,Archive::Words,qing2 ren2
抢劫,4.33,1393817668237,Archive::Words,qiang3 jie2
效力,4.33,1707757569982,Archive::Words,xiao4 li4
新建,4.33,1708747500281,Archive::Words,Xin1 jian4
施行,4.33,1707757572498,Archive::Words,shi1 xing2
构建,4.33,1707757317238,Archive::Words,gou4 jian4
框架,4.33,1393817670237,Archive::Words,kuang4 jia4
模糊,4.33,1393817667729,Archive::Words,mo2 hu5
每当,4.33,1707757569315,Archive::Words,mei3 dang1
清醒,4.33,1393817668271,Archive::Words,qing1 xing3
热点,4.33,1707757317190,Archive::Words,re4 dian3
率先,4.33,1707757130597,Archive::Words,shuai4 xian1
率领,4.33,1393817669980,Archive::Words,shuai4 ling3
登上,4.33,1537328246388,Archive::Words,deng1 shang4
目光,4.33,1393817668930,Archive::Words,mu4 guang1
研究员,4.33,1708747496183,Archive::Words,yan2 jiu1 yuan2
祝福,4.33,1393817667460,Archive::Words,zhu4 fu2
精力,4.33,1393817667317,Archive::Words,jing1 li4
营运,4.33,1708747515154,Archive::Words,ying2 yun4
解读,4.33,1707757571115,Archive::Words,jie3 du2
认知,4.33,1707757570737,Archive::Words,ren4 zhi1
资本家,4.33,1708747523974,Archive::Words,zi1 ben3 jia1
软体,4.33,1703692595790,Archive::Words,ruan3 ti3
锻炼,4.33,1537328245851,Archive::Words,duan4 lian4
驱动,4.33,1707757571991,Archive::Words,qu1 dong4
驱逐,4.33,1393817668849,Archive::Words,qu1 zhu2
骚扰,4.33,1393817668525,Archive::Words,sao1 rao3
魔法,4.33,1708747486664,Archive::Words,mo2 fa3
一组,4.32,1537328244606,Archive::Words,
不安,4.32,1393817667386,Archive::Words,bu4 an1
专注,4.32,1707757569525,Archive::Words,zhuan1 zhu4
代表团,4.32,1707757024630,Archive::Words,dai4 biao3 tuan2
休闲,4.32,1393817667881,Archive::Words,xiu1 xian2
传达,4.32,1537328246832,Archive::Words,chuan2 da2
信用卡,4.32,1393817666175,Archive::Words,xin4 yong4 ka3
储存,4.32,1393817669305,Archive::Words,chu3 cun2
兼职,4.32,1393817667871,Archive::Words,jian1 zhi2
内涵,4.32,1393817669840,Archive::Words,nei4 han2
利率,4.32,1537328247727,Archive::Words,li4 lu:4
半个,4.32,1708747486287,Archive::Words,ban4 ge5
厘米,4.32,1393817667926,Archive::Words,li2 mi3
变更,4.32,1707757317140,Archive::Words,bian4 geng1
周刊,4.32,1708747495575,Archive::Words,zhou1 kan1
哈哈,4.32,1537328239527,Archive::Words,ha1 ha1
唱歌,4.32,1393817665918,Archive::Words,chang4 ge1
困境,4.32,1537328247047,Archive::Words,kun4 jing4
国旗,4.32,1707757316974,Archive::Words,guo2 qi2
国籍,4.32,1537328247989,Archive::Words,guo2 ji2
图案,4.32,1393817669084,Archive::Words,tu2 an4
在场,4.32,1707757236053,Archive::Words,zai4 chang3
地域,4.32,1707757571929,Archive::Words,di4 yu4
培育,4.32,1393817670009,Archive::Words,pei2 yu4
复制,4.32,1537328247790,Archive::Words,fu4 zhi4
奥地利,4.32,1695258127798,Archive::Words,Ao4 di4 li4
完毕,4.32,1393817668282,Archive::Words,wan2 bi4
客气,4.32,1537328242014,Archive::Words,ke4 qi5
履行,4.32,1393817669015,Archive::Words,lu:3 xing2
崇拜,4.32,1393817668510,Archive::Words,chong2 bai4
师傅,4.32,1393817666743,Archive::Words,shi1 fu5
弟子,4.32,1707757572885,Archive::Words,di4 zi3
意愿,4.32,1707757316690,Archive::Words,yi4 yuan4
所有权,4.32,1708747503455,Archive::Words,suo3 you3 quan2
抱歉,4.32,1537328245608,Archive::Words,bao4 qian4
指令,4.32,1393817668589,Archive::Words,zhi3 ling4
提案,4.32,1708747488035,Archive::Words,ti2 an4
改编,4.32,1707757570219,Archive::Words,gai3 bian1
数目,4.32,1707757236447,Archive::Words,shu4 mu4
死去,4.32,1708747486632,Archive::Words,si3 qu4
法制,4.32,1707757236859,Archive::Words,fa3 zhi4
海峡,4.32,1707757572150,Archive::Words,hai3 xia2
清单,4.32,1707757569116,Archive::Words,qing1 dan1
温柔,4.32,1393817667446,Archive::Words,wen1 rou2
灵活,4.32,1393817667907,Archive::Words,ling2 huo2
申报,4.32,1393817670134,Archive::Words,shen1 bao4
盈利,4.32,1707757571882,Archive::Words,ying2 li4
监测,4.32,1707757317089,Archive::Words,jian1 ce4
相继,4.32,1707757572935,Archive::Words,xiang1 ji4
短暂,4.32,1707757569420,Archive::Words,duan3 zan4
穷人,4.32,1537328244996,Archive::Words,qiong2 ren2
窗口,4.32,1537328244987,Archive::Words,chuang1 kou3
管道,4.32,1707757316674,Archive::Words,guan3 dao4
罪名,4.32,1708747491115,Archive::Words,zui4 ming2
考生,4.32,1537328246132,Archive::Words,kao3 sheng1
耐心,4.32,1393817666647,Archive::Words,nai4 xin1
股市,4.32,1707757571763,Archive::Words,gu3 shi4
要素,4.32,1393817669944,Archive::Words,yao4 su4
观测,4.32,1707757572427,Archive::Words,guan1 ce4
规格,4.32,1393817670082,Archive::Words,gui1 ge2
诱惑,4.32,1393817668565,Archive::Words,you4 huo4
起飞,4.32,1393817666199,Archive::Words,qi3 fei1
近年,4.32,1708747520455,Archive::Words,jin4 nian2
追踪,4.32,1707757568704,Archive::Words,zhui1 zong1
鉴定,4.32,1393817668835,Archive::Words,jian4 ding4
阿姨,4.32,1393817666187,Archive::Words,a1 yi2
高考,4.32,1537328243406,Archive::Words,gao1 kao3
上诉,4.31,1707757569578,Archive::Words,shang4 su4
下列,4.31,1537328247238,Archive::Words,xia4 lie4
中医,4.31,1537328242045,Archive::Words,zhong1 yi1
乡镇,4.31,1393817670562,Archive::Words,xiang1 zhen4
偷偷,4.31,1707757236194,Archive::Words,tou1 tou1
内外,4.31,1707757317268,Archive::Words,nei4 wai4
冬天,4.31,1537328243636,Archive::Words,dong1 tian1
出版社,4.31,1707757571177,Archive::Words,chu1 ban3 she4
刚好,4.31,1537328243911,Archive::Words,gang1 hao3
协同,4.31,1707757572085,Archive::Words,xie2 tong2
单身,4.31,1537328243372,Archive::Words,dan1 shen1
印度尼西亚,4.31,1717270471637,Archive::Words,Yin4 du4 ni2 xi1 ya4
参赛,4.31,1707757316625,Archive::Words,can1 sai4
后续,4.31,1707757571776,Archive::Words,hou4 xu4
含义,4.31,1393817668861,Archive::Words,han2 yi4
和尚,4.31,1707757570793,Archive::Words,he2 shang5
器官,4.31,1393817668508,Archive::Words,qi4 guan1
国营,4.31,1708747521384,Archive::Words,guo2 ying2
媳妇,4.31,1393817670150,Archive::Words,xi2 fu4
实习,4.31,1393817667668,Archive::Words,shi2 xi2
宿舍,4.31,1393817667704,Archive::Words,su4 she4
崛起,4.31,1707757571626,Archive::Words,jue2 qi3
很棒,4.31,1537328244853,Archive::Words,
快点,4.31,1708747486350,Archive::Words,kuai4 dian3
抑制,4.31,1707757570130,Archive::Words,yi4 zhi4
拍照,4.31,1537328243685,Archive::Words,pai1 zhao4
拥抱,4.31,1393817667276,Archive::Words,yong1 bao4
教室,4.31,1393817665942,Archive::Words,jiao4 shi4
新年,4.31,1707755853631,Archive::Characters,xin1 nian2
暗示,4.31,1393817668373,Archive::Words,an4 shi4
柏林,4.31,1708058710344,Archive::Words,Bo2 lin2
歌词,4.31,1537328242701,Archive::Words,ge1 ci2
武力,4.31,1707757570490,Archive::Words,wu3 li4
氛围,4.31,1707757571283,Archive::Words,fen1 wei2
爱尔兰,4.31,1710963500911,Archive::Words,Ai4 er3 lan2
牛奶,4.31,1537328246941,Archive::Words,niu2 nai3
球迷,4.31,1393817667750,Archive::Words,qiu2 mi2
约束,4.31,1393817669210,Archive::Words,yue1 shu4
纪录片,4.31,1537328246207,Archive::Words,ji4 lu4 pian4
肚子,4.31,1393817666620,Archive::Words,du4 zi5
蛋糕,4.31,1393817666134,Archive::Words,dan4 gao1
观光,4.31,1393817669471,Archive::Words,guan1 guang1
詹姆斯,4.31,1708747494760,Archive::Words,Zhan1 mu3 si1
谣言,4.31,1393817668755,Archive::Words,yao2 yan2
身亡,4.31,1708747493940,Archive::Words,shen1 wang2
这句,4.31,1537328240069,Archive::Words,
逝世,4.31,1393817670118,Archive::Words,shi4 shi4
遵循,4.31,1393817669435,Archive::Words,zun1 xun2
重组,4.31,1707757316922,Archive::Words,chong2 zu3
野生,4.31,1707757316917,Archive::Words,ye3 sheng1
间接,4.31,1393817669513,Archive::Words,jian4 jie1
一刻,4.30,1537328246811,Archive::Words,
一号,4.30,1708747485064,Archive::Words,yi1 hao4
不易,4.30,1707757236831,Archive::Words,bu4 yi4
为期,4.30,1393817670181,Archive::Words,wei2 qi1
主编,4.30,1707757570523,Archive::Words,zhu3 bian1
亚马逊,4.30,1708747501309,Archive::Words,Ya4 ma3 xun4
亨利,4.30,1708747505664,Archive::Words,Heng1 li4
优良,4.30,1707757130563,Archive::Words,you1 liang2
伤口,4.30,1537328244283,Archive::Words,shang1 kou3
冬季,4.30,1707757130472,Archive::Words,dong1 ji4
创始人,4.30,1537328247780,Personal,chuang4 shi3 ren2
判处,4.30,1707757571410,Archive::Words,pan4 chu3
卡尔,4.30,1708747503750,Archive::Words,Ka3 er3
参议员,4.30,1717270457576,Archive::Words,can1 yi4 yuan2
反思,4.30,1537328245461,Archive::Words,fan3 si1
听取,4.30,1707757316899,Archive::Words,ting1 qu3
商场,4.30,1705346639146,Archive::Words,shang1 chang3
困扰,4.30,1707757236231,Archive::Words,kun4 rao3
城堡,4.30,1393817668430,Archive::Words,cheng2 bao3
天然气,4.30,1393817669886,Archive::Words,tian1 ran2 qi4
好评,4.30,1707757571802,Archive::Words,hao3 ping2
存款,4.30,1537328247713,Archive::Words,cun2 kuan3
安置,4.30,1393817669059,Archive::Words,an1 zhi4
将领,4.30,1708747500455,Archive::Words,jiang4 ling3
工作室,4.30,1537328242710,Archive::Words,gong1 zuo4 shi4
帐号,4.30,1708747509387,Archive::Words,zhang4 hao4
幕后,4.30,1707757569137,Archive::Words,mu4 hou4
幼儿园,4.30,1393817667847,Archive::Words,you4 er2 yuan2
性命,4.30,1393817668482,Archive::Words,xing4 ming4
想像,4.30,1708747494498,Archive::Words,xiang3 xiang4
拆除,4.30,1707757236668,Archive::Words,chai1 chu2
拿来,4.30,1708747488359,Archive::Words,na2 lai2
收回,4.30,1707757130085,Archive::Words,shou1 hui2
整天,4.30,1537328242147,Archive::Words,zheng3 tian1
整顿,4.30,1393817670124,Archive::Words,zheng3 dun4
春节,4.30,1537328246687,Archive::Words,Chun1 jie2
本科,4.30,1393817668129,Archive::Words,ben3 ke1
架构,4.30,1708747522015,Archive::Words,jia4 gou4
标语,4.30,1537328245812,Archive::Words,biao1 yu3
次数,4.30,1707757316893,Archive::Words,ci4 shu4
水泥,4.30,1393817669155,Archive::Words,shui3 ni2
涉嫌,4.30,1707757569771,Archive::Words,she4 xian2
深化,4.30,1707757317347,Archive::Words,shen1 hua4
漫长,4.30,1393817668706,Archive::Words,man4 chang2
直辖市,4.30,1708747524854,Archive::Words,zhi2 xia2 shi4
筹备,4.30,1393817669542,Archive::Words,chou2 bei4
精确,4.30,1537328246668,Archive::Words,jing1 que4
精英,4.30,1706419737542,Archive::Words,jing1 ying1
纠纷,4.30,1393817669472,Archive::Words,jiu1 fen1
终结,4.30,1707757569297,Archive::Words,zhong1 jie2
职员,4.30,1707757569570,Archive::Words,zhi2 yuan2
脆弱,4.30,1393817668506,Archive::Words,cui4 ruo4
苏维埃,4.30,1708747503622,Archive::Words,Su1 wei2 ai1
营造,4.30,1707757571642,Archive::Words,ying2 zao4
行程,4.30,1707757316747,Archive::Words,xing2 cheng2
裁决,4.30,1707757569544,Archive::Words,cai2 jue2
贪污,4.30,1537328246844,Archive::Words,tan1 wu1
途中,4.30,1707757130309,Archive::Words,tu2 zhong1
野蛮,4.30,1393817668703,Archive::Words,ye3 man2
高于,4.30,1707757236732,Archive::Words,gao1 yu2
专项,4.29,1717270478634,Archive::Words,zhuan1 xiang4
举动,4.29,1393817668620,Archive::Words,ju3 dong4
也好,4.29,1707757236465,Archive::Words,ye3 hao3
人气,4.29,1707757570961,Archive::Words,ren2 qi4
传输,4.29,1707757316820,Archive::Words,chuan2 shu1
作风,4.29,1393817669067,Archive::Words,zuo4 feng1
劳工,4.29,1717270455081,Archive::Words,lao2 gong1
单元,4.29,1393817667962,Archive::Words,dan1 yuan2
反动,4.29,1537328245456,Archive::Words,fan3 dong4
含量,4.29,1707757130361,Archive::Words,han2 liang4
城区,4.29,1707757317210,Archive::Words,Cheng2 Qu1
基督徒,4.29,1708747503514,Archive::Words,Ji1 du1 tu2
基金会,4.29,1717270453270,Archive::Words,ji1 jin1 hui4
复兴,4.29,1393817669975,Archive::Words,fu4 xing1
夏季,4.29,1707757130435,Archive::Words,xia4 ji4
女孩子,4.29,1537328239995,Archive::Words,nu:3 hai2 zi5
字幕,4.29,1537328245057,Archive::Words,zi4 mu4
孙子,4.29,1393817666706,Archive::Words,Sun1 zi3
宁愿,4.29,1393817668337,Archive::Words,ning4 yuan4
安娜,4.29,1708747500205,Archive::Words,An1 na4
宠物,4.29,1393817667425,Archive::Words,chong3 wu4
局部,4.29,1393817669823,Archive::Words,ju2 bu4
差点,4.29,1703539938901,Archive::Words,cha4 dian3
彼得,4.29,1537328247072,Archive::Words,Bi3 de2
打倒,4.29,1707757569446,Archive::Words,da3 dao3
接待,4.29,1393817667813,Archive::Words,jie1 dai4
提及,4.29,1708747507419,Archive::Words,ti2 ji2
提取,4.29,1708747503732,Archive::Words,ti2 qu3
操纵,4.29,1393817668657,Archive::Words,cao1 zong4
政变,4.29,1708747490266,Archive::Words,zheng4 bian4
故障,4.29,1393817668683,Archive::Words,gu4 zhang4
新西兰,4.29,1708747508261,Archive::Words,Xin1 xi1 lan2
昆明,4.29,1537328245181,Archive::Words,Kun1 ming2
杀手,4.29,1705871493922,Archive::Words,sha1 shou3
极度,4.29,1707757569250,Archive::Words,ji2 du4
标记,4.29,1537328245811,Archive::Words,biao1 ji4
正规,4.29,1393817669600,Archive::Words,zheng4 gui1
残忍,4.29,1393817668417,Archive::Words,can2 ren3
消耗,4.29,1393817669373,Archive::Words,xiao1 hao4
清洗,4.29,1707757316719,Archive::Words,qing1 xi3
清除,4.29,1537328245722,Archive::Words,qing1 chu2
火灾,4.29,1707757236233,Archive::Words,huo3 zai1
灭亡,4.29,1537328243604,Archive::Words,mie4 wang2
烦恼,4.29,1393817666719,Archive::Words,fan2 nao3
生涯,4.29,1707757569043,Archive::Words,sheng1 ya2
省份,4.29,1537328246702,Archive::Words,sheng3 fen4
社团,4.29,1707757570582,Archive::Words,she4 tuan2
稍微,4.29,1393817666640,Archive::Words,shao1 wei1
空调,4.29,1393817666227,Archive::Words,kong1 tiao2
简化,4.29,1393817670085,Archive::Words,jian3 hua4
算了,4.29,1537328244925,Archive::Words,suan4 le5
纳粹,4.29,1708747495705,Archive::Words,Na4 cui4
缓解,4.29,1393817667880,Archive::Words,huan3 jie3
老虎,4.29,1393817666749,Archive::Words,lao3 hu3
考古,4.29,1537328242183,Archive::Words,kao3 gu3
耳朵,4.29,1537328247548,Archive::Words,er3 duo5
艺人,4.29,1707757316842,Archive::Words,yi4 ren2
裤子,4.29,1393817666139,Archive::Words,ku4 zi5
赞同,4.29,1707757569307,Archive::Words,zan4 tong2
轰炸,4.29,1707757570477,Archive::Words,hong1 zha4
金沙,4.29,1708747496648,Archive::Words,Jin1 sha1
鸡巴,4.29,1708747518954,Archive::Words,ji1 ba5
一一,4.28,1707757568753,Archive::Words,yi1 yi1
上周,4.28,1537328242290,Archive::Words,shang4 zhou1
上线,4.28,1537328244681,Archive::Words,shang4 xian4
上课,4.28,1537328240989,Archive::Words,shang4 ke4
不太,4.28,1707756790713,Archive::Words,
临床,4.28,1393817669105,Archive::Words,lin2 chuang2
习俗,4.28,1393817669470,Archive::Words,xi2 su2
交谈,4.28,1707757568942,Archive::Words,jiao1 tan2
亲人,4.28,1537328246354,Archive::Words,qin1 ren2
价钱,4.28,1537328246188,Archive::Words,jia4 qian5
便利,4.28,1537328245420,Archive::Words,bian4 li4
停车,4.28,1537328241653,Archive::Words,ting2 che1
共产主义,4.28,1537328246413,Archive::Words,gong4 chan3 zhu3 yi4
冲动,4.28,1393817668427,Archive::Words,chong1 dong4
分歧,4.28,1393817669180,Archive::Words,fen1 qi2
制造业,4.28,1710963504441,Archive::Words,zhi4 zao4 ye4
原谅,4.28,1393817666406,Archive::Words,yuan2 liang4
大都,4.28,1707757236836,Archive::Words,Da4 du1
奥斯卡,4.28,1708747490028,Archive::Words,Ao4 si1 ka3
妥协,4.28,1393817668871,Archive::Words,tuo3 xie2
存储,4.28,1708747494374,Archive::Words,cun2 chu3
实时,4.28,1708747492214,Archive::Words,shi2 shi2
审批,4.28,1707757572955,Archive::Words,shen3 pi1
审理,4.28,1393817669266,Archive::Words,shen3 li3
平方公里,4.28,1708747495707,Archive::Words,ping2 fang1 gong1 li3
弹性,4.28,1393817669665,Archive::Words,tan2 xing4
战斗机,4.28,1708747499354,Archive::Words,zhan4 dou4 ji1
担忧,4.28,1707757316823,Archive::Words,dan1 you1
提倡,4.28,1393817668093,Archive::Words,ti2 chang4
搜集,4.28,1707757570109,Archive::Words,sou1 ji2
搭配,4.28,1537328247290,Archive::Words,da1 pei4
无线,4.28,1537328244677,Archive::Words,wu2 xian4
景点,4.28,1537328241525,Archive::Words,jing3 dian3
机遇,4.28,1393817669351,Archive::Words,ji1 yu4
洪水,4.28,1393817669353,Archive::Words,hong2 shui3
滥用,4.28,1707757570058,Archive::Words,lan4 yong4
演唱会,4.28,1707757024355,Archive::Words,yan3 chang4 hui4
犹太,4.28,1710963495598,Archive::Words,You2 tai4
珍贵,4.28,1537328245988,Archive::Words,zhen1 gui4
真人,4.28,1708747492008,Archive::Words,zhen1 ren2
真心,4.28,1707757569011,Archive::Words,zhen1 xin1
眼光,4.28,1393817668822,Archive::Words,yan3 guang1
礼拜,4.28,1537328243350,Archive::Words,li3 bai4
纠正,4.28,1393817668959,Archive::Words,jiu1 zheng4
缺陷,4.28,1393817668980,Archive::Words,que1 xian4
美味,4.28,1707757568884,Archive::Words,mei3 wei4
联合会,4.28,1708747506446,Archive::Words,lian2 he2 hui4
联想,4.28,1537328245869,Archive::Words,Lian2 xiang3
致命,4.28,1707757568846,Archive::Words,zhi4 ming4
舒适,4.28,1393817667618,Archive::Words,shu1 shi4
苏丹,4.28,1708747501533,Archive::Words,Su1 dan1
融入,4.28,1707757316654,Archive::Words,rong2 ru4
访谈,4.28,1707757570660,Archive::Words,fang3 tan2
转载,4.28,1707757573662,Archive::Words,zhuan3 zai3
通往,4.28,1707757569401,Archive::Words,tong1 wang3
零售,4.28,1707757572165,Archive::Words,ling2 shou4
顶级,4.28,1707757569558,Archive::Words,ding3 ji2
一共,4.27,1393817666207,Archive::Words,yi1 gong4
上演,4.27,1707757316648,Archive::Words,shang4 yan3
专栏,4.27,1430469733407,Archive::Words,zhuan1 lan2
乐趣,4.27,1393817668445,Archive::Words,le4 qu4
争夺,4.27,1393817668867,Archive::Words,zheng1 duo2
从来不,4.27,1537328240941,Archive::Words,cong2 lai2 bu4
仿佛,4.27,1393817667707,Archive::Words,fang3 fu2
储备,4.27,1393817669476,Archive::Words,chu3 bei4
党内,4.27,1717270482786,Archive::Words,dang3 nei4
共和,4.27,1717270489843,Archive::Words,gong4 he2
关税,4.27,1707757573492,Archive::Words,guan1 shui4
出租车,4.27,1393817665782,Archive::Words,chu1 zu1 che1
前景,4.27,1393817669551,Archive::Words,qian2 jing3
办学,4.27,1707757317353,Archive::Words,ban4 xue2
助手,4.27,1537328243311,Archive::Words,zhu4 shou3
北美,4.27,1708747486923,Archive::Words,Bei3 mei3
发掘,4.27,1707757569724,Archive::Words,fa1 jue2
变迁,4.27,1393817670331,Archive::Words,bian4 qian1
吉林,4.27,1708747526238,Archive::Words,Ji2 lin2
名誉,4.27,1393817668934,Archive::Words,ming2 yu4
启发,4.27,1393817667848,Archive::Words,qi3 fa1
启用,4.27,1708747509120,Archive::Words,qi3 yong4
善于,4.27,1393817667749,Archive::Words,shan4 yu2
型号,4.27,1707757130381,Archive::Words,xing2 hao4
外贸,4.27,1707757573866,Archive::Words,wai4 mao4
夜晚,4.27,1707757568759,Archive::Words,ye4 wan3
大使馆,4.27,1393817666791,Archive::Words,da4 shi3 guan3
头部,4.27,1707757569114,Archive::Words,tou2 bu4
夸张,4.27,1393817667482,Archive::Words,kua1 zhang1
好不好,4.27,1537328239682,Archive::Words,hao3 bu5 hao3
娃娃,4.27,1393817668354,Archive::Words,wa2 wa5
左派,4.27,1717270488676,Archive::Words,zuo3 pai4
想念,4.27,1537328245973,Archive::Words,xiang3 nian4
拜托,4.27,1702946615407,Archive::Words,bai4 tuo1
挑选,4.27,1537328245746,Archive::Words,tiao1 xuan3
挣扎,4.27,1393817668523,Archive::Words,zheng1 zha2
排放,4.27,1393817670066,Archive::Words,pai2 fang4
春秋,4.27,1708747499155,Archive::Words,Chun1 qiu1
普查,4.27,1717270481229,Archive::Words,pu3 cha2
某人,4.27,1672770323229,Archive::Words,mou3 ren2
此处,4.27,1707757316937,Archive::Words,ci3 chu4
武士,4.27,1708747485799,Archive::Words,wu3 shi4
气温,4.27,1537328247893,Archive::Words,qi4 wen1
汇报,4.27,1393817668528,Archive::Words,hui4 bao4
海关,4.27,1537328240999,Archive::Words,hai3 guan1
涵盖,4.27,1707757573045,Archive::Words,han2 gai4
源于,4.27,1707757571223,Archive::Words,yuan2 yu2
爱上,4.27,1537328241680,Archive::Words,ai4 shang4
爱心,4.27,1393817667891,Archive::Words,ai4 xin1
牧师,4.27,1708747496497,Archive::Words,mu4 shi1
病例,4.27,1708747502423,Archive::Words,bing4 li4
眼里,4.27,1707757130129,Archive::Words,
社长,4.27,1708747494516,Archive::Words,she4 zhang3
笔记,4.27,1537328245585,Archive::Words,bi3 ji4
精灵,4.27,1708747501851,Archive::Words,jing1 ling2
线索,4.27,1393817668177,Archive::Words,xian4 suo3
编写,4.27,1707757571945,Archive::Words,bian1 xie3
虚假,4.27,1393817669459,Archive::Words,xu1 jia3
起源,4.27,1393817669484,Archive::Words,qi3 yuan2
身材,4.27,1393817667388,Archive::Words,shen1 cai2
运气,4.27,1393817667150,Archive::Words,yun4 qi5
连任,4.27,1707757572010,Archive::Words,lian2 ren4
遇上,4.27,1707757572430,Archive::Words,yu4 shang4
阐述,4.27,1393817670001,Archive::Words,chan3 shu4
隐私,4.27,1393817668541,Archive::Words,yin3 si1
预言,4.27,1537328245507,Archive::Words,yu4 yan2
领取,4.27,1707757317162,Archive::Words,ling3 qu3
一层,4.26,1708747485096,Archive::Words,yi1 ceng2
下跌,4.26,1707757572556,Archive::Words,xia4 die1
不当,4.26,1708747507016,Archive::Words,bu4 dang4
不止,4.26,1393817668398,Archive::Words,bu4 zhi3
东海,4.26,1708747489179,Archive::Words,Dong1 Hai3
交友,4.26,1708747515366,Archive::Words,jiao1 you3
作物,4.26,1707757573098,Archive::Words,zuo4 wu4
使用者,4.26,1705871411621,Archive::Words,shi3 yong4 zhe3
侮辱,4.26,1393817668413,Archive::Words,wu3 ru3
健全,4.26,1393817669636,Archive::Words,jian4 quan2
公交,4.26,1717270485746,Archive::Words,gong1 jiao1
分散,4.26,1393817668687,Archive::Words,fen1 san4
